,text,sentiment
4750, USERID daughter you aint even tell me hbd ion think so fuck you  USERID ,1
4751, USERID dese bitches give me da riches  USERID  USERID ,0
4752, USERID dula my first boyfr my first love a bitch lol  USERID  USERID ,0
4753, USERID dumb ass shit right  USERID USERID rt  USERID USERID “kwanedra lmao rt  USERID USERID 2am being nosey now you gotta cry yoself to sleep”  USERID  USERID ,1
4754, USERID even though you crazy as hell you still my bestfriend  USERID ill kill somebody over you i love you bitch  USERID  USERID ,1
4755, USERID finna take all these bitches niggas  USERID ,1
4756, USERID folks said aint nun like breaking aye bitch heart  USERID ,0
4757, USERID freaky guy eats sweet pussy of his dark haired skinny chick URL  USERID ,0
4758, USERID fuck all yall niggas if you aint my nigga  USERID  USERID ,0
4759," USERID fuckery
i hope to hell chuck is fine next week but that would be making it too easy for jimmy
wtf  USERID ",1
4760, USERID fuckett im gone do the sausage rap solo  USERID ,1
4761, USERID fuckin barbers gotta clean they fuckin clippers that shit pissis me off yall gotta step it up my… URL  USERID ,0
4762, USERID george zimmerman who cares what you think your murderer and  USERID USERID racist fucken loser  USERID ,1
4763, USERID god bless it ima preach to the pussy  USERID ,0
4764, USERID has been fuckin wild cant snap back into reality  USERID ,1
4765, USERID has killed off so many characters but i swear if they kill of morgan im gonna fuckin flip  USERID ,1
4766," USERID hello  USERID USERID 

thank you for everything you are my  USERID you know

ily to the  USERID and  USERID 

pls follow me its my dream 643  USERID ",0
4767," USERID hello  USERID USERID 

thank you for everything you are my  USERID you know

ily to the  USERID and  USERID 

pls follow me its my dream 7577  USERID ",0
4768," USERID hello  USERID USERID 

thank you for everything you are my  USERID you know

ily to the  USERID and  USERID 

pls follow me its my dream 9877  USERID ",0
4769, USERID hello  USERID USERID how are u baby i hope u having a good day ure incredible and i love you with all my heart sunshine  USERID x196  USERID ,0
4770," USERID hello liam 
 you will always have
 a special place 
 in my heart 
 please refollow me

realliampayne 
31  USERID ",0
4771," USERID hello liam 
 you will always have
 a special place 
 in my heart 
 please refollow me

realliampayne 
50  USERID ",0
4772," USERID hello sunshine x
please check  USERID followneymarnewspl 
 thank you dear x16  USERID ",0
4773, USERID here we go dont want to see tweets on it get off twitter or shut up i dont bitch about your crap tweets so return the fav k  USERID ,0
4774, USERID hey bro you cool i fucks with you  USERID text me  USERID  USERID ,0
4775, USERID hey ma i love ya you annoying lil bitch  USERID ,0
4776," USERID hi  USERID USERID 

why dont u follow me 
tell me baby why dont u follow me
when i make me so damn easy to follow

×1667  USERID ",0
4777," USERID hi  USERID USERID 

why dont u follow me 
tell me baby why dont u follow me
when i make me so damn easy to follow

×1732  USERID ",1
4778, USERID how you get a kick out fucking the same bih the entire city hit  USERID to shit gon fall off  USERID ,1
4779, USERID how you let a judge sentence you in front of your family get on the stand and make your own damn sentence  USERID ,0
4780, USERID i am good in bitchin and let me introduce it to you  USERID ,0
4781, USERID i could have been home if you didnt make this appointmentbitch  USERID ,1
4782, USERID i imagine this is going to be something like octopimps 50 off  USERID  USERID ,0
4783, USERID i laugh at the corniest shit  USERID ,1
4784, USERID i miss u u dont fwm  USERID u know we go way back doe since lil fuckers  USERID ,1
4785, USERID i need to really focus on my self instead of giving af about a bitch that dont gaf about me  USERID ,0
4786, USERID i think i love your baby mama her pussy get dumb wet  USERID ,1
4787, USERID i used to hate that shit  USERID ,1
4788, USERID i woulda like to know why this broke ass bitch still talking shit b  USERID  USERID ,1
4789," USERID if you follow me and dont reply when i try talking to you then you may as well as fuck off now

but i mean it too fuck off  USERID ",1
4790, USERID if youve been unfollowed thats twitter acting like a bitch please tell me if im no longer following you  USERID ,1
4791, USERID ii think ii get pissed off more and more when ii think about certain shit  USERID ,1
4792, USERID im fucked up forreal  USERID but ima smile  USERID  USERID ,0
4793, USERID im just a fuckin crazy bitch  USERID ,1
4794, USERID im not new to this shit cuddy  USERID ,1
4795," USERID is incredibly fucked up
people who support this hashtag disappoint me greatly
selfharming because zayn left 1d is not okay  USERID ",1
4796, USERID is only for kashmiris amp u infedl indians go to hell and time will proove it just wait and watch  USERID USERID  USERID USERID  USERID USERID  USERID ,1
4797, USERID is the funniest shit i’ve seen in awhile  USERID ,1
4798, USERID it aint nothing to fuck yo bitch dawg  USERID  USERID ,0
4799, USERID it is way to early for me to peep shit  USERID ,1
4800, USERID its nice to see cornell is still an evil bitch after ben was tortured  USERID ,1
4801, USERID jessi voice  USERID what the fuck  USERID ,1
4802, USERID joni mitchell  USERID river  USERID URL  USERID  USERID ,0
4803, USERID keep dat football shit up  USERID i wanna see you on tv one day but you kno how da gang coming  USERID  USERID ,1
4804, USERID ladieswhat if anything do yall get out of being tittyfucked  USERID ,1
4805, USERID latin doll shares cock with bisexuals URL  USERID ,0
4806, USERID legal sexpantiesspunkdogginguksex big breasted bombshell sara stone gets her pussy eaten and URL  USERID ,0
4807, USERID lol weird ass why you so gah damn pretty  USERID  USERID ,0
4808, USERID lol you want to treat me like a lame  USERID ik bout to do some lame shit  USERID watch  USERID ,1
4809, USERID loren howell  USERID USERID destinys overrated as fuck  USERID URL ltltlt more  USERID ,1
4810, USERID love is a laserquest arctic monkeys live at coachella URL  USERID ,0
4811, USERID lowkey bad as hell  USERID but man i miss you ratchet  USERID  USERID ,0
4812, USERID ludicrous voice so damn sexy  USERID ,1
4813," USERID march 10th 
best fucking show of my life URL  USERID ",0
4814, USERID me this morning after the mhelliah at douglas rugby club and a night out  USERID  USERID URL  USERID ,0
4815, USERID mfs always talking shit but dont know shit  USERID like mind yours tf  USERID ,0
4816, USERID mom cancelled todays plans because of this damn weathermcimi even shaved my legs for the day at the mall shopping i am hurt  USERID ,1
4817, USERID mr tambourine man by bob dylan from the album bringing it all back home URL  USERID ,0
4818, USERID my baby pussy so wet  USERID  USERID ,1
4819, USERID my bitches dont like to talk  USERID ,1
4820, USERID nathalia just got shitted on  USERID and catherine nobody likes you dinosaur mouth  USERID your moms hotter than u damn shame  USERID ,1
4821, USERID needs to realize some shit lol  USERID ,1
4822, USERID new shit with  USERID USERID URL  USERID ,0
4823, USERID now i gotta look at her and see that she has half of me when that old bitch not even half of me  USERID how could you lie  USERID  USERID ,1
4824, USERID o for chrissakes we know what is coming brocode be damned when it hits his penis 3 2 1  USERID ,1
4825, USERID off the dvr as i fold laundry and got damn elizabeth is cold and awesome wrapped in one  USERID ,0
4826, USERID off to fucking school  USERID  USERID  USERID  USERID ,0
4827, USERID okay well fuck  USERID USERID thats nice URL  USERID ,0
4828, USERID one of ma fave people such a lovely person when u wanna be have a lot of time for u and ur banter is shit and ur not so bad urself  USERID ,0
4829, USERID play too damn much URL  USERID ,1
4830, USERID please help hello guys so if youve read my other posts  USERID i have a new re … URL  USERID ,0
4831, USERID pls fuckn remembr fraud ass mfs URL  USERID ,1
4832, USERID quiksilver mens shell shock windbreaker jacket  USERID greyURL URL  USERID ,0
4833, USERID redhead with nice tits gets fucked hard URL  USERID ,0
4834, USERID returns with probably the most rapderap show weve ever done amp its diesel as fuck blak… URL  USERID ,0
4835, USERID rt  USERID USERID are you fucking kidding me  USERID USERID URL  USERID ,1
4836, USERID rt  USERID USERID can never have a serious conversation with  USERID USERID because she always thinkin shit funny  USERID  USERID ,1
4837, USERID rt  USERID USERID for those of you saying im up messis arse can i say what a wonderful arse it is  USERID ,0
4838, USERID rt  USERID USERID i act like i dont care but for real deep down inside i really dont give a fuck  USERID  USERID ,1
4839, USERID rt  USERID USERID i cant wait to get a bf so i can fuck him like 7 times a day in 347 different positions  USERID ,0
4840, USERID rt  USERID USERID i drank because of the proteas loss and a whole lot of other chest pain shit but im hiding behind the proteas loss  USERID ,0
4842, USERID rt  USERID USERID jamaican bitch in flatbush right now sewing rihanna outfit as we speak out of tablecloth and and roti paper”  USERID ,0
4843, USERID rt  USERID USERID ladies dont come to bed looking like shit please  USERID ,1
4844, USERID rt  USERID USERID rich is fucking crazy  USERID  USERID ,0
4846, USERID rt  USERID USERID u clearly dont give a fuck about me if you can go all of the day without talking to me  USERID ,1
4847, USERID rt  USERID USERID w t f “iadoretye  USERID rt  USERID USERID go to hell rt  USERID USERID i have some questions like why URL  USERID ,0
4848, USERID rt “method2madness when a bitch worrying bout me URL  USERID ,0
4849, USERID rtbitchniggaalex he really did have bitches URL  USERID ,1
4850, USERID sammi needs to get hit by a fucking bus or some shit  USERID  USERID ,1
4851, USERID shorts weed knee highs and brown converse so who the hell was she to say i could dress i am wearing a baby pink shirt blue jeans  USERID  USERID ,0
4852, USERID shy blond haired girlie with pigtails blows sugary lollicock of URL  USERID ,0
4853, USERID singles amp dating  USERID open question  USERID hey bitchs  USERID ,0
4854, USERID so coach dave shula screw you and your crappy steakhouse  USERID ,1
4855, USERID spiders  USERID creepy little fuckers  USERID ,1
4856, USERID stand 103 come and see us and say hello  USERID USERID  USERID USERID URL  USERID ,0
4857, USERID still up typing this paper  USERID i cant stay focus worth shit  USERID ,1
4858, USERID sting vs h should have been in the darkness not the light wwe fucked up  USERID ,1
4860, USERID sulu tamarovic  USERID pussy play collection part4  USERID URL  USERID  USERID ,0
4861, USERID swear down  USERID USERID jega giving the guy his balotelli faceand no fuck was given that day  USERID  USERID ,1
4862, USERID swear my bitch love u idk what she see in you  USERID im jk lol but you was cool ppls when i knew you  USERID should all link up and get high fr  USERID ,1
4863, USERID that blue and black and white and gold fucking dress  USERID ,0
4864," USERID that fake deep shit is the new cool now 
stilltryingtofitin  USERID ",1
4865, USERID theres a fucking grape emoji and i never make use of it ugh  USERID ,1
4866, USERID they mother cute ee  USERID shit  USERID  USERID ,0
4867, USERID this fbi is so bad withholding evidence and shitty shots  USERID ,1
4868, USERID this shit is hilarious  USERID  USERID ,1
4869, USERID this trick makes young women fuck you URL  USERID ,1
4870, USERID those rt cause the shit i done heard femalesnighas settle for anything just to have some  USERID ,1
4871, USERID time for school motherfucker  USERID USERID URL  USERID ,1
4872, USERID to err is human to really screw things up takes a republican  USERID ,1
4873, USERID today was one hell of a day with some memories in  USERID USERID and awesome day  USERID ,0
4874, USERID too many damn pets and babies in one bed  USERID ,1
4875, USERID tweets got to be the funniest shit ive read today  USERID ,0
4876, USERID uk  USERID  USERID what the hell happened last night  USERID ,1
4877, USERID want to be your favorite hello and hardest goodbye  USERID ,1
4878, USERID wassup cuzz you cool as shit and you be tweetin sum real shyt  USERID  USERID ,0
4879, USERID we embrace being fucking losers URL  USERID ,1
4880, USERID well too bad bitch im not going to  USERID USERID think twice next time before you cut my assets mexican government  USERID ,1
4881, USERID what a shit game pile of over hyped bollocks  USERID ,1
4882, USERID what martin luther king died for  USERID we aint slaves anymore you cant smack us amp think we aint bout shit URL  USERID ,0
4883, USERID when you dont want your side bitch to know you thinking about the love of your life  USERID lmao  USERID  USERID ,0
4884, USERID who the fuck is this please  USERID ,1
4885, USERID wilton armetale pewterfigurine man and woman  USERID  USERID URL URL  USERID ,0
4886, USERID wire theo riddick in line for big season jim caldwell says URL URL  USERID ,0
4887, USERID wtf is wrong wıth u its more thn enough u been play shit take bilic wıth u and jst go  USERID  USERID ,1
4888, USERID ya new bitch pussy stink  USERID ,1
4889, USERID yeah you funny  USERID USERID i loved you no matter what lil dick and all amp this how you repay me  USERID  USERID ,0
4890, USERID you gone send a white bitch to my buzzer how the mom was on precious URL  USERID ,1
4891, USERID you my fucking boy  USERID amp we gonna be on some shit this summer  USERID ,0
4892, USERID you suck amp ride his sick cause you think that you his bitch little did you know you the side hoe  USERID ,1
4893, USERID your not a queen your a cunt  USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID USERID wrong ima princess  USERID  USERID ,0
4894, USERID “christian600 this nigga ron funny as shit dawg ”  USERID ,0
4895, USERID “clitortoise i deserve the baddest bitch i can find”  USERID ,0
4896, USERID “getemgirl “elenachanelle im not a naked sleeper unless im fucking someone” ”  USERID ,0
4897, USERID “hogwartslogic alternative ending URL oh shit man  USERID ,0
4898, USERID “imadeyoufamous payback is a bitch huh rt  USERID USERID some girls are so good at playin mind games ”  USERID ,1
4899, USERID “prompics2015 freh as hell gtgtgt  USERID  USERID URL  USERID ,0
4900, USERID “so i woke up and the world in front of my eyes was neither heaven nor hell it was reality” world embriyo  USERID ,0
4901,"064137 kawzuk have you ever picked your onse and you can smell your mucus
064139 kawzuk fucking gross mang
064143 kish smh  USERID ",1
4902,0825  USERID londongaming4fun is now live on  USERID USERID  USERID  USERID URL  USERID ,0
4903,"1  USERID USERID 
michael5sos
ashton5sos 
calum5sos 

who wants be my 15

i love you so fucking much and you are my angels

please boys  USERID  USERID ",0
4904,1 more week of hell  USERID  USERID ,1
4905,1 new unfollower and 1 new follower hello hello in the last day via URL  USERID ,2
4906,1 new unfollower and 2 new followers hello hello in the last day via URL  USERID ,2
4907,1 new unfollower and 4 new followers hello hello in the last day via URL  USERID ,2
4908,1 rt  USERID USERID you guys tweeting at orubebes daughter are pieces of shit too  USERID ,1
4909,1 thing i hate the most is a liar who lies about unnecessary shit cause 9x out if 10 ion care  USERID ,2
4910,10 new unfollowers and 26 new followers hello hello in the last day via URL  USERID ,2
4911,10 new unfollowers and 3 new followers hello hello in the last day via URL  USERID ,2
4912,10 years of putting stuff off a little longer has led to me having to do 10 years of chores in 7 days tick tock motherfucker  USERID ,2
4913,100 is flourishing theyre genetically screwed  USERID on toonami  USERID ,0
4914,10th triple double of the season an almost sure playoff berth for okcrusswest44 mvp resumè looks damn good  USERID  USERID  USERID ,0
4915,"12am est

its officially wrestlemania day motherfuckers  USERID ",2
4916,12v 984 silver shell led awning light rv caravan porch boat garden annex lamp  USERID USERID  USERID full re… URL URL  USERID ,0
4917,130 tweets and i still havent made sense yet damn im good  USERID ,2
4918,14 of the crush on you video is pissed URL  USERID ,2
4919,140 characters cannot express how annoyed i am at these tweets im seeing holy fuck yall are pussies  USERID ,1
4920,150 more words to bullshit until tomorrow  USERID ,2
4921,150322 shinhwa 17th anniversary concert hurtsdongwan ver URL via  USERID USERID  USERID ,0
4922,15secs and im out i cant take it i thought i was dying fuck  USERID ,1
4923,16  USERID USERID who hires whores for you to have sex you or your staff disgusting filthy pig eater of whores URL  USERID ,1
4924,19 years ago a mothafuckin legend was born  USERID  USERID ,0
4925,1980 1990s retro vintage indie navy blue chiffon evening cocktail dress by the fashion collection uk URL  USERID ,2
4926,1986 topps football card 291 donnie shell  USERID pittsburgh steelers  USERID nmmt URL  USERID  USERID  USERID  USERID ,0
4927,1d is just so fucking commercial and now that zayn left aka the guy whos got the best voice in the band theyre not going to last  USERID ,2
4928,1lol hello hehe 0 cant wait to try  USERID  USERID  USERID  USERID USERID  USERID ,0
4929,1st time going to the gym tomoz nervous as hell off with the hubby and our friends should be a laugh were my  USERID tablets  USERID ,1
4930,1⃣ i dont fuck with you not trying to converse with you so dont ask me why good day  USERID ,2
4931,2 days in mnl is fucking fun  USERID ,2
4932,2 dislikes on my vid even tho i said it was shit lmao  USERID ,2
4933,2 fat bitches with 3 cheese burgers cute  USERID  USERID ,0
4934,2 fuckin exams and im totally fucked up  USERID ,2
4935,2 fucks given over here bwa  USERID ,2
4936,"2 mitchells from australia mauling kiwis at the moment williamson c amp by mitchell johnson kiwis batting going downward wtf
worldcup15  USERID ",2
4937,2 more days and hello 4 days off  USERID  USERID  USERID ,0
4938,2 more days of this 12 hours shit thank god  USERID  USERID ,0
4939,2 new unfollowers and 1 new follower hello hello in the last day via URL  USERID ,2
4940,2 new unfollowers and 2 new followers hello hello in the last day via URL  USERID ,2
4941,2 new unfollowers and 2 new followers hello hello in the last week via URL  USERID ,2
4942,2 new unfollowers and 8 new followers hello hello in the last day via URL  USERID ,2
4943,2 shots of kraken and like 5 shots of fireballi feel like shit right now  USERID ,2
4944,2 weeks of fuck all to do great  USERID ,2
4945,20 years ago i would have hated this diet but back then i was bitchier  USERID USERID  USERID  USERID ,1
4946,2015 fuck nigga morals fuck em while ur drunk regret it when ur sober  USERID ,1
4947,2015 needs to chill the fuck out  USERID ,2
4948,"2015 usbc masters  USERID thomas larsen 300 game
URL
tubed  USERID  USERID URL  USERID ",0
4949,2015 was my year to rebuild my self and see where i want to go and what i need to get there 2016 gone be a1 as fuck for me  USERID ,0
4951,21 cant watch again thanks to phcn n d gen decided to fuck up today of all days  USERID ,2
4952,22 this fucking uniels final is amazing and yall at the venue are watching penguins  USERID ,2
4953,23 homes lose power in new rochelle URL  USERID ,2
4954,24 my babygirl i love you so much amp love how close weve gotten amp we stay getting ourselves into some shit  USERID ,0
4955,24 out of 31 on this list what is your tolerance for bullshit URL via  USERID USERID haha yes URL  USERID ,0
4956,297 like a small tribe of indians were living in it beating out a tribal dance for rain or some stupid shit jax’s head rolled to the  USERID ,2
4957,2damnfeisty musiqchild007 bitchcraftandwiggatry racism is dead you keep it alive by talking about it URL  USERID ,2
4958,2k so fucking wack man ugh  USERID  USERID ,1
4959,2kids an a job pay damn good wtf im worried bout not a fuk thang but pickin dat check up every week  USERID  USERID ,0
4960,2nd day of  USERID this shit is bananas yo  USERID ,1
4961,2nd day of school and im throwing up fuck me 5 more hours fml  USERID ,1
4962,2nd time i seen the homie shit shit down  USERID  USERID URL  USERID ,0
4963,2x“crayoladreads bitches be cold whores but swear they loyal”  USERID ,2
4964,3 games left away from home this season all 5 hours away 2 on sky one a friday night one 12 oclock fucking hate them cunts me  USERID ,1
4965,3 heads vs 1 chain  USERID USERID got this shit  USERID  USERID finale  USERID  USERID ,0
4966,3 hits in a row plates one run for santa clara runners on 2nd and 3rd with no outs jacob hill into pitch for burdick  USERID ,2
4967,3 lol bro ur funny as hell and we need to chill again soon  USERID ,2
4968,3 more fucking days until spring break  USERID  USERID ,1
4969,3 nursing finals this week ready to pass this semester of hell amp be ready for the next one step closer to my career  USERID  USERID ,0
4970,3 verse song after 3 verse song of elaborate structured and catchy applicable shit  USERID in 1 hour staring at chromecast pics  USERID possessed  USERID ,0
4971,31 im more than okay with dicks now and i blame harry  USERID ,2
4972,32 oz beer in 30 minutes and 4 beers in 2 hours all in total 25 just in beer yeah you have a fucking problem  USERID ,2
4973,"33
heyhello 
your account 
w entay neshba 
bs love you 
w t7nin 
w marat abo8 minch 
keep going 
amp rt  USERID fev  USERID  USERID ",0
4974,"35 hello jade  USERID USERID know im nothing
but i want ur follow
so bad
i luv you so much
kca  USERID  USERID ",0
4975,35hr of sleep then an 8hr shift  USERID USERID here we fucking go  USERID USERID night everyone  USERID ,1
4976,3rd fucked up finish  USERID  USERID  USERID ,1
4977,4 new unfollowers and 19 new followers hello hello in the last day via URL  USERID ,2
4978,4 new unfollowers and 4 new followers hello hello in the last day via URL  USERID ,2
4979,4 or 5 am imma get woke up outta my damn sleep  USERID ,1
4980,"43 followers
43 people that put up with my furry garbage and whining
43 people are fucking incredible  USERID ",2
4981,5  USERID USERID  USERID USERID 6 hide yo bitch  USERID ,0
4982,"5 hello jade  USERID USERID know im nothing
but i want ur follow
so bad
i luv you so much
kca  USERID  USERID ",0
4983,5 new unfollowers and 1 new follower hello hello in the last day via URL  USERID ,2
4984,50 shades of bored as fuck  USERID ,2
4985,5sos fans tryna say shita member of our band literally left and we still wonwyd  USERID ,2
4986,6  USERID USERID one of your down bitches  USERID ,0
4987,6 in the morning im at a red light i look over to the car next to me and what i see a bitch sucking dick so i URL  USERID ,1
4988,60 prizes 1 winner enter morgan jane mitchells 20k twitter follower giveaway win  USERID  USERID  USERID USERID URL  USERID ,0
4989,62 new unfollowers and 258 new followers hello hello in the last day via URL  USERID ,2
4990,7 billion people experienced this day in a different way that fucked me up  USERID ,2
4991,7 more weeks and we out dis bitch  USERID ,2
4992,783 new unfollowers and 1246 new followers hello hello in the last week via URL  USERID ,2
4993,7c is drillrap so hype none of that foofoo shit  USERID ,2
4994,7th cocktail photo edited for my 3rd book 39 more photos to go this one is called the brain… URL  USERID ,0
4995,8 em biologia  USERID USERID fucking bitch  USERID ,1
4996,8 minutes in nothing has actually happened and im freaking the fuck out  USERID  USERID  USERID  USERID ,1
4997,8 new unfollowers and 9 new followers hello hello in the last day via URL  USERID ,2
4998,8 years jae i have been following you for eight fucking years what am i supposed to do  USERID ,2
4999,84 new unfollowers and 304 new followers hello hello in the last day via URL  USERID ,2
5000,8am liein trouble is feel like death warmed up and shitting enormous pile of stuff to do including tt having passport photos done why  USERID ,1
5006,9 pissed at how far behind i am on pll because i wont be able to watch tuesday unless i binge pll ya ill do that  USERID  USERID ,1
5001,90 of tattoos are retarded af  USERID ,2
5002,95 to go to prom man fuck that fall out boy tickets are cheaper  USERID ,2
5003,986  USERID going into  USERID  USERID im wayy up on these fuck niggas  USERID URL  USERID ,0
5004,99 days till a week of sun surf and unlimited cocktails  USERID ,2
5005,99 problems is still a shit ton of problems  USERID ,2
5007,"URL

fucking asians and their penta kills  USERID ",2
5008,"URL
intelligender’s gender prediction test is an affordable simpletouse urine test that provides gender results  USERID ",2
5009,"URL 
dipping into the contingency fund id love to storm the hill with my shit spreader  USERID ",2
5010,URL  USERID  USERID  USERID nasty babe is deepthroating a huge cock hard for cum  USERID USERID iklymeqs  USERID  USERID ,1
5011,URL  USERID  USERID  USERID nasty babe is deepthroating a huge cock hard for cum  USERID USERID rkfkfxpc  USERID  USERID  USERID  USERID ,0
5012,"URL  USERID USERID gamegrumps is fucking done after this
URL
suzi is already threatening to quit grumps and ari…  USERID ",1
5013,URL  USERID USERID this is so fucking awkward  USERID ,1
5014,URL  USERID USERID this nigga fucking rugby up  USERID  USERID ,0
5015,URL  USERID coachella weekend 2 ticket  USERID ,0
5016,URL  USERID professional opi gel shellac nail polish manicure beauty case trolley organize URL  USERID ,0
5017,URL amateur brazilan pussy gangbanged pussy  USERID URL  USERID  USERID  USERID  USERID ,0
5018,URL amazing big natural tits hot blonde loves fucking URL  USERID  USERID  USERID ,0
5019,URL and this is why i always get screwed over  USERID ,2
5020,URL andi gets her pussy pounded from behind as her juicy ass bounces  USERID USERID  USERID  USERID  USERID URL  USERID ,0
5021,URL babes if  USERID  USERID  USERID  USERID  USERID  USERID hardcore with fatcock  USERID  USERID URL  USERID ,0
5022,URL barely legal blonde shows off her petite body and hairy pussy  USERID  USERID  USERID  USERID  USERID  USERID ,1
5023,URL bbc fucks sweet smelling asian pussy  USERID  USERID  USERID  USERID  USERID ,0
5024,URL bbw can  USERID  USERID  USERID  USERID  USERID  USERID brunette with analslut  USERID URL  USERID ,0
5025,URL beach nice  USERID  USERID  USERID  USERID  USERID  USERID milf with bigcock  USERID  USERID URL  USERID ,0
5026,URL black and ebony luck  USERID  USERID  USERID  USERID  USERID  USERID big dicks with s… URL  USERID ,0
5027,URL black bound guy gets cock sucked by ebony big breasts  USERID URL  USERID  USERID ,1
5028,URL brunette milf fucks young  USERID URL  USERID  USERID  USERID ,0
5029,URL busty tattooed black whore sucks and fucks in URL  USERID  USERID  USERID  USERID  USERID  USERID  USERID ,0
5030,URL cum tribuite to cum slut queenbee84 URL  USERID  USERID  USERID  USERID ,0
5031,URL cumshots its  USERID  USERID  USERID  USERID  USERID  USERID athletic with boldpussy  USERID URL  USERID ,0
5032,URL cute latina blows cock like a lollipop  USERID  USERID  USERID  USERID  USERID  USERID  USERID ,0
5033,URL dirty crack addicted street whore sucks URL  USERID  USERID  USERID  USERID  USERID  USERID  USERID ,0
5034,URL dont be boring amp ask me shit  USERID ,2
5035,URL erotic hot black latex boots ebony cunt brazil  USERID URL  USERID  USERID  USERID ,0
5036,URL extreme  USERID blonde milf assfucked with champagne bottle  USERID  USERID  USERID  USERID  USERID ,1
5037,URL faketaxi  USERID blonde gets fucked on taxi bonnet URL  USERID  USERID  USERID  USERID ,1
5038,URL femdom 2picsdaily  USERID  USERID  USERID  USERID  USERID  USERID hardcore with fatcock … URL  USERID ,0
5039,URL fiery amazing office action sexy cougar gets fucked URL  USERID  USERID  USERID  USERID  USERID  USERID  USERID ,0
5040,URL fiery i want to be a whore  USERID scene 5 URL  USERID  USERID  USERID  USERID  USERID  USERID  USERID  USERID  USERID ,1
5041,URL fiery steamy shemale fucks girl and gets her cock URL  USERID  USERID  USERID  USERID  USERID  USERID  USERID ,0
5042,URL fuck yas d i love this  USERID  USERID ,1
5043,URL funny 9picsdaily  USERID  USERID  USERID  USERID  USERID  USERID big dicks with rebe… URL  USERID ,0
5044,URL gorgeous brunette fingers her perfectly pink and smooth pussy  USERID  USERID  USERID  USERID  USERID  USERID ,0
5045,URL handjobs cpicdaily  USERID  USERID  USERID  USERID  USERID  USERID big dicks with r… URL  USERID ,0
5046,URL hardcore vote  USERID  USERID  USERID  USERID  USERID  USERID lesbian with bigdicks… URL  USERID ,0
5047,URL holy shit this is so good excellent find  USERID USERID  USERID massive congrats  USERID  USERID USERID  USERID  USERID ,0
5048,URL hot wicked greatest fuck ever URL  USERID  USERID  USERID  USERID  USERID  USERID  USERID  USERID  USERID  USERID ,0
5049,URL how the hell do you even do this  USERID ,2
5050,URL interracial my  USERID  USERID  USERID  USERID  USERID  USERID milf with bigcock  USERID URL  USERID ,0
5051,URL lexington steele assfucks phoenix marie  USERID USERID  USERID  USERID  USERID  USERID  USERID ,0
5052,URL mayli is an asian slut astounding fiery URL  USERID  USERID  USERID  USERID  USERID  USERID  USERID ,0
5053,URL men 4picsdaily  USERID  USERID  USERID  USERID  USERID  USERID milf with bigcock  USERID URL  USERID ,0
5054,URL milf helps teen suck cock  USERID  USERID  USERID  USERID  USERID  USERID ,0
5055,URL milf teaches teens to suck cock  USERID  USERID  USERID  USERID USERID  USERID  USERID  USERID  USERID ,0
5056,URL mitchell ness hardwood classics mens green boston celtics nba  USERID URL  USERID ,0
5057,URL natasha pierce gets fucked URL  USERID  USERID  USERID  USERID ,1
5058,URL naughty brunette toys her tight pussy and gives head  USERID  USERID  USERID  USERID  USERID  USERID ,0
5059,URL non porn in  USERID  USERID  USERID  USERID  USERID  USERID hardcore with fatcock  USERID URL  USERID ,0
5060,URL non porn vulva  USERID  USERID  USERID  USERID  USERID  USERID lesbian with bigdicks  USERID URL  USERID ,0
5061,URL not supporting porn is not being a slut shamer tho  USERID ,2
5062,URL office asian fuck URL  USERID  USERID  USERID ,0
5063,URL old and young sex  USERID  USERID  USERID  USERID  USERID  USERID big dicks with fe… URL  USERID ,0
5064,URL open if yall wanna know what modest did to our boys screw dem shitheads f u  USERID ,2
5065,URL porn nude porno pussy cumshot euro gagging doublepenetration gangbang assfuck threesome  USERID  USERID ,0
5066,URL presents thumbnailed links to porn galleries featuring free movies x pictures tube wet teen pussy hot babes 707  USERID ,2
5067,URL redhead babe back for another big cock  USERID URL  USERID  USERID ,0
5068,URL redheaded shemale loves to be fucked URL  USERID  USERID ,1
5069,URL sensual brunette girl poses naked and plays with her tight pussy  USERID  USERID  USERID  USERID  USERID  USERID ,0
5070,URL sexy sizzling sex with real whore in the car URL  USERID  USERID  USERID  USERID  USERID  USERID  USERID  USERID ,0
5071,URL sexy strippers with perfect tits in pussy eating fuckfest URL  USERID  USERID ,0
5072,URL shemales can  USERID  USERID  USERID  USERID  USERID good camwhore gangbang with chienne  USERID URL  USERID ,0
5073,URL so fucking disgusting fuck america this makes me so pissed omfg  USERID ,1
5074,URL stars 5picsdaily  USERID  USERID  USERID  USERID  USERID  USERID big dicks wi… URL  USERID ,0
5075,URL stars no  USERID  USERID  USERID  USERID  USERID good camwhore gangbang with chienne  USERID URL  USERID ,0
