,text,curseword,curseWordCatg,date,sentiment
18997, USERID  USERID USERID bom paido gentil rico e bonitosozinho na balada das duas ou umaou é gay ou deixou a namorada em casa  USERID ,gay,1,Oct2011,0
30507, USERID  USERID USERID boobiesltand dis big dick  USERID ,dick,1,Oct2011,1
6682, USERID  USERID USERID boots treat street welcomes office shoes  retail digital press release boots treat street welc URL   USERID ,hoe,1,Oct2011,0
11721, USERID  USERID USERID booy gtfoh  USERID  USERID USERID sounding like pv tho aha  USERID  USERID USERID just got his girl number he gone need another bitch  USERID ,bitch,1,Oct2011,0
5846, USERID  USERID USERID bored and chilling at collegewhy do people even tweet shit like this  USERID ,shit,7,Oct2011,1
36046, USERID  USERID USERID bored as fuck  USERID ,fuck,7,Oct2011,1
13232, USERID  USERID USERID bout 2 go dumb cuzzo  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID URL damn dats dat louie cuz  USERID ,damn,2,Oct2011,0
36779, USERID  USERID USERID bout damn time was getting tired of being on facebook  USERID ,damn,2,Oct2011,1
18512, USERID  USERID USERID bout to pay for all my bitches that aint here  USERID ,bitch,1,Oct2011,1
5161, USERID  USERID USERID boy do you love me  swiftie girl yes  boy more than you love taylor swift  swiftie girl hell no  boy tt  USERID USERID   USERID ,hell,2,Oct2011,0
21848," USERID  USERID USERID boy suck my dick
girl personalities cant be sucked silly  USERID ",dick,1,Oct2011,1
30658, USERID  USERID USERID boy suck my dick girl personalities cant be sucked silly  USERID ,dick,1,Oct2011,1
20318, USERID  USERID USERID boy u gay and i ddnt hack u this time  USERID  USERID USERID omg beyonces video was amaze  USERID USERID   USERID ,gay,1,Oct2011,0
7151," USERID  USERID USERID boybitch

girlive been called worse

boy what

girl your girlfriend
lol  USERID ",bitch,1,Oct2011,1
20823, USERID  USERID USERID boys are so damn sketchy  USERID ,damn,2,Oct2011,1
34560, USERID  USERID USERID boys are way more chilled than girls girls always wanna talk and shit with boys turn some music on smoke drink and   USERID ,shit,7,Oct2011,1
22252, USERID  USERID USERID boys heres a fuck you   USERID ,fuck,7,Oct2011,0
23733, USERID  USERID USERID boys who say hoes and bitches in almost all they tweets lt  USERID ,bitch,1,Oct2011,1
12807," USERID  USERID USERID boyss are players 
fuckthem  USERID ",fuck,7,Oct2011,0
10375, USERID  USERID USERID bree said if she dont get a call by 645 all hell gone brke loose and she aint bluffin  USERID ,hell,2,Oct2011,1
14862, USERID  USERID USERID breezy haters yall can kill yall self bc we dnt give a fuck abt yall  USERID ,fuck,7,Oct2011,0
3164, USERID  USERID USERID broke bitches make noise  USERID ,bitch,1,Oct2011,1
15672, USERID  USERID USERID bros before hoes  USERID ,hoe,1,Oct2011,0
17313, USERID  USERID USERID broz ova hoes  USERID ,hoe,1,Oct2011,0
18574, USERID  USERID USERID bs up hoes down  USERID  USERID ,hoe,1,Oct2011,0
32686, USERID  USERID USERID btch niggas kill me talkin all dat bullshit ovr da net but dont even live dat life  USERID btch dont sneak me df btc u kno  USERID USERID   USERID ,shit,7,Oct2011,1
27153, USERID  USERID USERID btches still suckn dck niggas actin funny tho war bout 2 pop off aint ova no money tho somethin stupid gone happn   USERID ,b*tch,1,Oct2011,0
12288, USERID  USERID USERID btw  USERID USERID and  USERID USERID get the fucking floor  USERID ,fuck,7,Oct2011,1
32866, USERID  USERID USERID buat yg jomblo jan kalah semangat dong  ingeet hari hari lo itu lebih bebas dr pada yg inrelatiohship  USERID ,dong,1,Oct2011,0
36694, USERID  USERID USERID budoy ngayong lunes october 10 na pagkatapos ng  USERID  USERID ,gay,1,Oct2011,0
36849, USERID  USERID USERID bukan karna kalian punya titel org tua bsa nyiksa anak seenaky kita juga punya hal asasi ‎​  USERID ,tit,1,Oct2011,0
36876, USERID  USERID USERID bum bitches like bamma ass niggas  USERID ,bitch,1,Oct2011,1
11321, USERID  USERID USERID bumpin  pussy money weed  URL  USERID ,pussy,1,Oct2011,0
21218, USERID  USERID USERID busy learning new dance moves aigoo i shouldnt say this cause its embarassing but my dongsaengs kick my ass  USERID ,dong,1,Oct2011,0
30602, USERID  USERID USERID but aye  USERID USERID  USERID USERID hellotomorrowltdbigcaelcom  USERID ,hell,2,Oct2011,0
14310, USERID  USERID USERID but boy boy boywont see my bidness on here so keep snoopin nd try to find some shit  USERID ,shit,7,Oct2011,1
13633, USERID  USERID USERID but enough marriage talk im tryin to see these butt naked hoes tonight aye  USERID ,hoe,1,Oct2011,0
29722, USERID  USERID USERID but fuck around is a different story   USERID ,fuck,7,Oct2011,1
18202, USERID  USERID USERID but hey a bitch gone be a bitcha hoe gone be hoe  USERID ,bitch,1,Oct2011,0
38323, USERID  USERID USERID but im ray charles to the bullshit  USERID ,shit,7,Oct2011,1
22983, USERID  USERID USERID but it str8 doe ain stuntn daht shit  USERID ,shit,7,Oct2011,1
33958, USERID  USERID USERID but u dont have hoes tho“lookatmyink “ttgsweet  USERID USERID neiman””  USERID ,hoe,1,Oct2011,0
19373, USERID  USERID USERID but wale is fuckin greatness  USERID ,fuck,7,Oct2011,1
37583, USERID  USERID USERID but you just said selena which makes her relevant   USERID  USERID USERID selena might be dating justin but shell alwa   USERID ,hell,2,Oct2011,1
13295, USERID  USERID USERID but you sucked my dick though so the hell what lol  USERID ,dick,1,Oct2011,1
33566, USERID  USERID USERID button on top as vettel crashes mclarens jenson button sets the pace as title rival sebastian vettel crashes o http   USERID ,tit,1,Oct2011,0
24064, USERID  USERID USERID by the sound can you tell the difference between a pussy fa and a regular fa guys lmao  USERID ,pussy,1,Oct2011,0
2828, USERID  USERID USERID california gt where ever the fuck your from  USERID ,fuck,7,Oct2011,1
31721, USERID  USERID USERID call everybody fake but you do fake sht  USERID  USERID ,sh*t,7,Oct2011,1
20858, USERID  USERID USERID call me spongebob stackin crabby patties bitchh i go to work do my cat daddy  USERID ,bitch,1,Oct2011,0
22592, USERID  USERID USERID call me steveo i’m a wild boy fuck an eighth i need an o  USERID  USERID ,fuck,7,Oct2011,1
9703, USERID  USERID USERID call to action a declaration to restore the constitutional republic URL  USERID  USERID  USERID ,tit,1,Oct2011,0
12712, USERID  USERID USERID calm dwn killah lmao xd  USERID  USERID USERID taking deep breaths cause you are pissing me the fuck off  like really dont e   USERID ,fuck,7,Oct2011,1
25931, USERID  USERID USERID calories can not make you happy bitch have you tried nutella  USERID ,bitch,1,Oct2011,1
34191, USERID  USERID USERID can we officially retire the phrase ford nation now theres no such fucking thing  USERID  USERID  USERID  USERID ,fuck,7,Oct2011,1
33415, USERID  USERID USERID can you shut the fuck up  USERID ,fuck,7,Oct2011,1
1459, USERID  USERID USERID can39t stand when females throw their bitches under the  USERID  USERID ,bitch,1,Oct2011,1
11663, USERID  USERID USERID cancer and aids will be cracked one day but there would be no cure for mother fucking stupidity throughout all eternity  USERID ,fuck,7,Oct2011,1
8525, USERID  USERID USERID cancer is a bitch  USERID ,bitch,1,Oct2011,1
6736, USERID  USERID USERID cancers a bitch  USERID ,bitch,1,Oct2011,1
24769, USERID  USERID USERID candy deepthroat attacks  USERID dicks beware URL  USERID ,dick,1,Oct2011,1
34087, USERID  USERID USERID cant believe valverde already has his champagne goggles on what a dick  USERID ,dick,1,Oct2011,1
11808, USERID  USERID USERID cant cuff a hoe   USERID ,hoe,1,Oct2011,1
10650, USERID  USERID USERID cant fuck wit u by  USERID USERID ft  USERID USERID listen on your phonegtgtgtgt URL  USERID ,fuck,7,Oct2011,0
28022, USERID  USERID USERID cant tell me shit when i get mad  USERID ,shit,7,Oct2011,1
22190, USERID  USERID USERID cardinals petition for saint faustina to be named a doctor of the church lets pray that the pope grants their req   USERID ,tit,1,Oct2011,1
24087, USERID  USERID USERID cari fucking fletcher made it  USERID ,fuck,7,Oct2011,1
30412, USERID  USERID USERID carry yourself like a queen and you will attract a king carry yourself like a hoe and see how far you will go  USERID ,hoe,1,Oct2011,0
19543, USERID  USERID USERID cars bitches and luxury  USERID  USERID  USERID ,bitch,1,Oct2011,0
37013, USERID  USERID USERID cassie hella made my night   USERID  USERID ,hell,2,Oct2011,0
34112, USERID  USERID USERID cause they think were all dishonest sex pigs mother fuckers we have heas  USERID ,fuck,7,Oct2011,1
22, USERID  USERID USERID ccb  today weather so bitchy hot   USERID ,bitch,1,Oct2011,1
8173, USERID  USERID USERID ce devichibi yg cantik bls mention aku dong ce mskipun cm 2 huruf   USERID ,dong,1,Oct2011,0
30308, USERID  USERID USERID central kids still bitching western kids still bragging noher kidsstill sucking dick  USERID ,bitch,1,Oct2011,1
30805, USERID  USERID USERID charlotte goes hard in the muhfuckin kitchenand the paintand erywhere else lol  USERID  USERID ,fuck,7,Oct2011,0
21544, USERID  USERID USERID chasing dick  hating on the next bitch aint never been my cup of tea   USERID ,bitch,1,Oct2011,1
36737, USERID  USERID USERID cheap suits cheap suitshow cheap cheap as hellrushhour2  USERID ,hell,2,Oct2011,1
13331, USERID  USERID USERID check out  USERID USERID letter to pimp c URL  USERID ,pimp,1,Oct2011,0
13365, USERID  USERID USERID check the angergt damn “neweraswagg her baby should fucking die i dont give three fuck and a sandwich”  USERID ,damn,2,Oct2011,1
5878, USERID  USERID USERID check this poem out titled  the strength to walk away URL  USERID ,tit,1,Oct2011,0
38740, USERID  USERID USERID check this sht out its hot shady murder sk  USERID 9 URL  USERID USERID  USERID USERID  USERID ,sh*t,7,Oct2011,1
11589, USERID  USERID USERID check this video out  virgin airlines go cocktails commercial URL via  USERID USERID  USERID USERID  USERID ,cock,1,Oct2011,0
19461, USERID  USERID USERID check u out  USERID  USERID USERID writing a shit load of lyrics tonight  USERID ,shit,7,Oct2011,0
5380, USERID  USERID USERID cheese tofu is th sex your life not complete  USERID  USERID USERID  USERID USERID loves cheese tofu and shes retarded  USERID ,retard,4,Oct2011,1
16544, USERID  USERID USERID chegay kikando na cara das recalcadas  USERID ,gay,1,Oct2011,0
38739, USERID  USERID USERID chek dis video out 14 grams intro shit by  USERID USERID  USERID USERID cont URL  USERID ,shit,7,Oct2011,0
36112, USERID  USERID USERID chem was horrible  screwed just want a decent grade for it   USERID ,screw,1,Oct2011,1
30025, USERID  USERID USERID chicken coop got me tired as hell once again  USERID ,hell,2,Oct2011,1
30098, USERID  USERID USERID chicken titty omfg  USERID ,tit,1,Oct2011,1
29636, USERID  USERID USERID chicks with fucked up feetnot cool bitch feet look like she been walkin on blades since 2yrs old  USERID ,bitch,1,Oct2011,1
25278," USERID  USERID USERID childrens books are great so many fun characters


except the berenstain bears theyre a selfrighteous pack of dickbags  USERID ",dick,1,Oct2011,1
31792, USERID  USERID USERID chill on me  good shit so to the westside for that song lol  USERID ,shit,7,Oct2011,0
29321, USERID  USERID USERID chillin with some badd bitches   USERID ,bitch,1,Oct2011,1
11737, USERID  USERID USERID choi  USERID put her legs on ur shoulder sit her on the edge of a table  fuck her hard grabbing her hips  thrusting ha  USERID ,fuck,7,Oct2011,0
10195, USERID  USERID USERID choose me or fuckin lose me im no ones second choice  USERID ,fuck,7,Oct2011,1
269, USERID  USERID USERID chris brown  no bullshit lt sexysong  USERID ,shit,7,Oct2011,0
14272, USERID  USERID USERID chris hedges currently giving a fucking incredible speech at  USERID  USERID  USERID  USERID  USERID ,fuck,7,Oct2011,1
18107, USERID  USERID USERID cigarro sabor cereja o jeito mais gay de pegar cancer  USERID ,gay,1,Oct2011,0
32520, USERID  USERID USERID ciroc redberry is my bitch tonight  USERID ,bitch,1,Oct2011,1
30633, USERID  USERID USERID class 2011 we do not get half the credit we deserve class 2012 sucks dick sorry guys nd so does everything behind t   USERID ,dick,1,Oct2011,1
25304, USERID  USERID USERID class of 20  2005  2008  2012  and 2016 is the shit   USERID ,ass,3,Oct2011,1
1220, USERID  USERID USERID clearly i dont give a fuck  USERID ,fuck,7,Oct2011,1
26063, USERID  USERID USERID cmon  USERID dont fuck up now play like the champions that you are make us fans proud  USERID ,fuck,7,Oct2011,0
19347, USERID  USERID USERID cmon whoever s this will get a shoutout follow me ask for a follow back and i will follow me first get me to 5   USERID ,hoe,1,Oct2011,0
3267, USERID  USERID USERID cnt believe this nigga tried to tell me we just made that shit up smh  bc ur team isnt americas team  USERID   USERID ,gay,1,Oct2011,1
37523, USERID  USERID USERID cock suck me oyes its back  USERID USERID URL «« cock suucck me  USERID ,cock,1,Oct2011,0
34388, USERID  USERID USERID cockblocking should be a crime  USERID  USERID ,cock,1,Oct2011,1
21604, USERID  USERID USERID com essas foto de desenho no facebook não sei mais quem é quem eoihaiheahioeahioeaihoe  USERID ,hoe,1,Oct2011,0
12012, USERID  USERID USERID como amo qnd meus amigos me substituem ou me esqucem  acho lindo  USERID ,tit,1,Oct2011,0
6036, USERID  USERID USERID competition black crystalline  womens  USERID from woh £399 URL  USERID  follow to enter”  USERID ,tit,1,Oct2011,0
28426, USERID  USERID USERID confession id rather be fucked by your tongue than fucked by your strap  USERID  USERID ,fuck,7,Oct2011,1
9989, USERID  USERID USERID confío más en tus actitudes que en todas tus mentiras  USERID ,tit,1,Oct2011,0
22075, USERID  USERID USERID congrats to jagr for    you know what fuck you  USERID ,fuck,7,Oct2011,0
14466, USERID  USERID USERID congratulations to the pirates xcountry team for winning the overall title at yesterdays pirates invitational meet  USERID ,tit,1,Oct2011,0
36901, USERID  USERID USERID connect a new user to a disconnected mailbox in  USERID not possible using the shellURL but yes u   USERID ,hell,2,Oct2011,1
30310, USERID  USERID USERID cool bandaid fucking fagat  USERID  USERID ,fag,1,Oct2011,1
922," USERID  USERID USERID cool story bro
put it in the history books
with all the other boring sht i dont care about  USERID ",sh*t,7,Oct2011,1
37915," USERID  USERID USERID cool story bro put it in the history books with all the other boring shit i dont care about
hottquotes  USERID ",shit,7,Oct2011,0
32467, USERID  USERID USERID corny as hell gtlt  USERID ,hell,2,Oct2011,1
3463, USERID  USERID USERID cosign  USERID  USERID USERID ohio will  be  USERID but i gotta get the hell up out of heregtyea bra after skoo im out  USERID ,hell,2,Oct2011,0
14453, USERID  USERID USERID could i get your boyfriends number uhh yeah bitch ill send it to you through a bullet  USERID ,bitch,1,Oct2011,0
622, USERID  USERID USERID could today be the day i finally give up alcohol prostitutes and class a drugs maybe not ill give it another go to   USERID ,tit,1,Oct2011,0
26380, USERID  USERID USERID count the greenget in betweenthose titties  USERID  USERID USERID 10050 or big ass titties  USERID ,tit,1,Oct2011,0
38705, USERID  USERID USERID crosby is a pussy if ya ask me  USERID ,pussy,1,Oct2011,1
33863, USERID  USERID USERID cross the line if you feel like every single person who looks at you hates you and talks shit about you when your not  USERID USERID   USERID ,shit,7,Oct2011,1
18054, USERID  USERID USERID cruisin down the street in my 6 4 jockin the bitches slappin the hoes  USERID  USERID ,bitch,1,Oct2011,0
26831, USERID  USERID USERID cry me a river build a bridge and get the fuck over it  USERID ,fuck,7,Oct2011,1
19227, USERID  USERID USERID crying  USERID  USERID USERID welcome to  USERID where the straight men are gay and them studs be pregnant like ever   USERID ,gay,1,Oct2011,1
13489, USERID  USERID USERID ctfu  USERID USERID is a fuckin comedian  USERID ,fuck,7,Oct2011,1
28918, USERID  USERID USERID ctfu at  USERID  leave me alone bitch  nea   USERID ,bitch,1,Oct2011,1
25747, USERID  USERID USERID cuando nuestras actitudes superan nuestras habilidades aún lo imposible se hace posible john maxwell  USERID ,tit,1,Oct2011,0
34548, USERID  USERID USERID cum girl im tryna getcha pussy wet work thatlemme see ya drip sweat  USERID ,cum,1,Oct2011,0
24032, USERID  USERID USERID cussing helps get your fucking point across  USERID ,fuck,7,Oct2011,1
15812, USERID  USERID USERID cute face nice clothes but shoes look fucked up  USERID  USERID ,hoe,1,Oct2011,1
30418, USERID  USERID USERID cute niggas always go for ugly bitches  n vise versaa lol  USERID ,bitch,1,Oct2011,0
10437, USERID  USERID USERID cutin this muhfucka off yeah man  USERID ,fuck,7,Oct2011,0
6900, USERID  USERID USERID cuz we dont give a fuck hehehe  USERID USERID  USERID USERID  USERID USERID  USERID USERID  USERID ,fuck,7,Oct2011,0
3425, USERID  USERID USERID d  USERID USERID wo  USERID USERID friendship or friendshit   USERID ,shit,7,Oct2011,0
28163, USERID  USERID USERID da fuck happened with diggy  USERID ,fuck,7,Oct2011,1
19330, USERID  USERID USERID da fuck lol“icookwitkeisha “whiteboytatted look at those knees  USERID USERID URL fuck cont URL   USERID ,fuck,7,Oct2011,0
8391, USERID  USERID USERID daily mail headline  USERID USERID damned cancer coming over here stealing our jobs  USERID ,damn,2,Oct2011,1
25925, USERID  USERID USERID dakedo wow wow wo wo wow kitai shitetemo shikata nai  USERID ,shit,7,Oct2011,0
11612, USERID  USERID USERID dam this is some shit really tho look  USERID USERID URL  USERID ,shit,7,Oct2011,0
36978, USERID  USERID USERID damn   USERID aaint txtt me   USERID ,damn,2,Oct2011,1
13749, USERID  USERID USERID damn  USERID USERID did her thang in that niggas in paris video omg can u say amazing lol  USERID ,damn,2,Oct2011,0
30392, USERID  USERID USERID damn  USERID USERID hok it uoop lti got you  USERID ,damn,2,Oct2011,0
27313, USERID  USERID USERID damn  USERID USERID is looking so hotsexy  gorgeous in her new avi i love me some cassie   USERID ,damn,2,Oct2011,0
475, USERID  USERID USERID damn  USERID USERID youre like really tall im gonna call you tree URL hey tree  USERID ,damn,2,Oct2011,0
914, USERID  USERID USERID damn  id like to be high right now   USERID ,damn,2,Oct2011,0
30232, USERID  USERID USERID damn  vinny is a dead manrip  USERID ,damn,2,Oct2011,1
20066, USERID  USERID USERID damn 83 degrees on sunday ima hit up the lake lmaoo  USERID ,damn,2,Oct2011,0
537, USERID  USERID USERID damn aha that used to be the slap  USERID im staing to see spaceships on  USERID  USERID ,damn,2,Oct2011,1
36530, USERID  USERID USERID damn alarm ging af  USERID USERID loosalarm bij de buren word ik gebeld staat verkeerd in systeem  USERID nacht   USERID ,damn,2,Oct2011,1
13560, USERID  USERID USERID damn all my friends leaving  USERID first  USERID USERID now  USERID USERID yall niggas  URL  USERID ,damn,2,Oct2011,0
35579, USERID  USERID USERID damn alott of ppl think im fake  ohwell   USERID ,damn,2,Oct2011,1
18871, USERID  USERID USERID damn bruhh zay do be twitter stalkn dey wasn even playin told yall tryna blackmail me nd shit  USERID ,damn,2,Oct2011,1
15394, USERID  USERID USERID damn costa vida is freakin good  USERID ,damn,2,Oct2011,0
35098, USERID  USERID USERID damn dawg i jus dnt lay up with anybody that aint my style  USERID ,damn,2,Oct2011,1
626, USERID  USERID USERID damn disney makes the most racist shows ever hahaha  USERID ,damn,2,Oct2011,1
3443, USERID  USERID USERID damn everybody got the fuck since i put the name out therelol • shit im still around  USERID ,damn,2,Oct2011,0
33441, USERID  USERID USERID damn everyone talkin mad shit when u can put up close to the number of state amp national titles we have then   USERID ,tit,1,Oct2011,1
30675, USERID  USERID USERID damn guys who even cares about football  USERID  USERID  USERID ,damn,2,Oct2011,1
6, USERID  USERID USERID damn had liever geslapen  USERID ,damn,2,Oct2011,1
9149, USERID  USERID USERID damn hoeveel geld hebben jullie over voor zon afstandsbediening  USERID URL  USERID ,hoe,1,Oct2011,0
16388, USERID  USERID USERID damn i feel like nobody fuck with me today phone aint have no love  USERID  USERID ,damn,2,Oct2011,1
29227, USERID  USERID USERID damn i got to make working out a priority  USERID ,damn,2,Oct2011,0
5290, USERID  USERID USERID damn i look good  USERID ,damn,2,Oct2011,0
16450, USERID  USERID USERID damn i miss you  USERID ,damn,2,Oct2011,1
14430, USERID  USERID USERID damn i think i love that boy   USERID ,damn,2,Oct2011,0
22590, USERID  USERID USERID damn i thought once justin goes back on tour less jelena will appear ha guess not its worse now cause she even   USERID ,damn,2,Oct2011,1
27703, USERID  USERID USERID damn i wanna go with  USERID USERID for her bihday but we will go for mine   USERID ,damn,2,Oct2011,0
9338, USERID  USERID USERID damn im beautiful d  USERID ,damn,2,Oct2011,0
30782, USERID  USERID USERID damn im feeling good  USERID ,damn,2,Oct2011,0
38157, USERID  USERID USERID damn im sober n my feet hu like a bitch   USERID ,bitch,1,Oct2011,1
17146, USERID  USERID USERID damn it they cut the icarly and sam  freddie stuff   USERID ,damn,2,Oct2011,0
36161, USERID  USERID USERID damn it whale  USERID ,damn,2,Oct2011,0
18177, USERID  USERID USERID damn ivan nova out after 2 innings girardi dont get carried away with the micromanaging still not a terrible mo   USERID ,damn,2,Oct2011,0
35856, USERID  USERID USERID damn lemicheal down that looked ugly prayers for the young fella hope it aint to bad  USERID  USERID ,damn,2,Oct2011,1
33584, USERID  USERID USERID damn libs need one floor crosser for a majority if only rossi had been elected  USERID  USERID ,damn,2,Oct2011,1
36168, USERID  USERID USERID damn man i always got the late night munchies gtlt  USERID ,damn,2,Oct2011,0
19842, USERID  USERID USERID damn man me and my bestfriend  USERID USERID are in the same boat  USERID ,damn,2,Oct2011,1
15657, USERID  USERID USERID damn mayne tryna get tocolumbia asaphelp me plz  USERID ,damn,2,Oct2011,1
24490, USERID  USERID USERID damn mentor is good  USERID ,damn,2,Oct2011,0
32399, USERID  USERID USERID damn my back humines too  USERID ,damn,2,Oct2011,1
29845, USERID  USERID USERID damn no reply wats goin on  USERID ,damn,2,Oct2011,1
11255, USERID  USERID USERID damn no teamdarkskin huh  USERID USERID  USERID  USERID USERID  nd  USERID  USERID ,damn,2,Oct2011,0
27678, USERID  USERID USERID damn oregon be havin sum dope jerseys  USERID ,damn,2,Oct2011,0
5020, USERID  USERID USERID damn photobooth is fun as fuck i wanna video chat with someone i have skype but dont really know ho to use it  USERID ,damn,2,Oct2011,0
27831, USERID  USERID USERID damn right  USERID  USERID USERID too ambitious for my own good  USERID ,damn,2,Oct2011,1
28776, USERID  USERID USERID damn shes hawt  USERID  USERID USERID your handle is really correct  you are beautiful   USERID  USERID USERID  USERID USERID follow back  USERID ,damn,2,Oct2011,0
6049, USERID  USERID USERID damn some dudes can sing the panties off a girl i need a bf who can do that lol  USERID ,damn,2,Oct2011,1
7043, USERID  USERID USERID damn steve jobs rest in peace thank you for everything youve done for me i have 3 of your products next to me right now  USERID ,damn,2,Oct2011,0
35805, USERID  USERID USERID damn steve jobs was born out of wedlock put up for adoption at bih dropped out of college then changed the wo   USERID ,damn,2,Oct2011,0
19915, USERID  USERID USERID damn that boy on the field was sexy n  USERID USERID did not introduce me•  USERID USERID  USERID ,damn,2,Oct2011,1
5356, USERID  USERID USERID damn that pancreas steve jobs lost his life as did my fatheraunt so many others all gone to soon rip  USERID ,damn,2,Oct2011,1
9767, USERID  USERID USERID damn that shit super nutty one of ya friends killed u ugh im bout to cry rip chris i hope the nigga tht did thi   USERID ,damn,2,Oct2011,1
31553, USERID  USERID USERID damn that was the pitch arod  USERID ,damn,2,Oct2011,0
16491, USERID  USERID USERID damn the feds are burnt  USERID USERID URL  USERID ,damn,2,Oct2011,1
18561, USERID  USERID USERID damn this nigga ugly hahahaha  USERID USERID URL  USERID ,damn,2,Oct2011,1
37638, USERID  USERID USERID damn those early morning hackers gettin my man  USERID USERID  USERID ,damn,2,Oct2011,1
19996, USERID  USERID USERID damn tigers  USERID  USERID ,damn,2,Oct2011,0
15295, USERID  USERID USERID damn tomorrow fridaythese weeks are going by so fast oo  USERID ,damn,2,Oct2011,0
36640, USERID  USERID USERID damn twitter i had to interact with my facebook friends for a while ugh  USERID ,damn,2,Oct2011,1
36944, USERID  USERID USERID damn twitter was gone for way too long i was bored as hell ••  USERID ,hell,2,Oct2011,1
33108, USERID  USERID USERID damn two for two  USERID ,damn,2,Oct2011,1
28531, USERID  USERID USERID damn u unfollowed me huh•o i did aint even know big homie  USERID ,damn,2,Oct2011,1
34727, USERID  USERID USERID damn we need to get jorge and mo one more ring  USERID  USERID ,damn,2,Oct2011,1
8635, USERID  USERID USERID damn you freaking dumb  USERID ,damn,2,Oct2011,1
14198, USERID  USERID USERID damn you twitter  iaint get none of my hw done   USERID ,damn,2,Oct2011,1
22161, USERID  USERID USERID damnn everybody look at my lifeline twitcon  USERID USERID  USERID USERID her bigbooty ass  USERID ,damn,2,Oct2011,1
22823, USERID  USERID USERID damnn stay johnson stay be a good boy  URL  USERID ,damn,2,Oct2011,0
18908, USERID  USERID USERID damnn well atleast we still got our phones lol yeah u right haha  USERID ,damn,2,Oct2011,0
34456, USERID  USERID USERID damnn what if there was no internet in the world oo  USERID ,damn,2,Oct2011,1
7670, USERID  USERID USERID damnt i have like a big bum  and big boobs and big legs  one direction would hate me  USERID  USERID ,damn,2,Oct2011,1
35121, USERID  USERID USERID damnyanks lost shit  USERID ,damn,2,Oct2011,1
10492, USERID  USERID USERID damon to anna damn youre strong for a little thing  USERID ,damn,2,Oct2011,0
11630, USERID  USERID USERID dance moms is my shit  USERID ,shit,7,Oct2011,0
20922, USERID  USERID USERID danceline killed that fucking shit tonight   USERID ,shit,7,Oct2011,1
37989, USERID  USERID USERID dapatkan hadiah voucher pulsa caranya gampang  kirimkan foto bergaya bintang ovj idola kamu  follow  mention fotom   USERID ,gay,1,Oct2011,0
38591, USERID  USERID USERID dari tiga rumah produksi kami mempersiapkan running anoreksia untitle dan naya bersyukur berdoa dan bergerak  USERID ,tit,1,Oct2011,0
32239, USERID  USERID USERID darkskin bitches are the shit yo   fuck light skin gURLs  USERID ,bitch,1,Oct2011,1
30471, USERID  USERID USERID dat group shit dick  old  USERID ,dick,1,Oct2011,1
34789, USERID  USERID USERID dats datt shitt hell yea  USERID ,hell,2,Oct2011,1
25250, USERID  USERID USERID dats pimpin lol  USERID  USERID USERID  USERID you drink sugar water out of a champagne glass  USERID ,pimp,1,Oct2011,1
6698, USERID  USERID USERID day 4 of our  USERID USERID raspberry ripple  USERID competition  USERID this for the chance to win a tub  USERID ,tit,1,Oct2011,0
17798, USERID  USERID USERID dear  USERID USERID  one of your vps just sent me an email referring to me as a fucking bitch  USERID ,bitch,1,Oct2011,1
27638, USERID  USERID USERID dear all schols who have off tomorrow fuck you sincerely  stes kids  USERID ,fuck,7,Oct2011,1
32586, USERID  USERID USERID dear boys who sag there pants little do you know that originally staed in prison where the gay inmates showed the   USERID ,gay,1,Oct2011,1
24240, USERID  USERID USERID dear brazillian beliebers you lucky bitches first justin sings mistletoe  now he sung shiless tonight are you gu   USERID ,bitch,1,Oct2011,0
1967," USERID  USERID USERID dear cancer 

go fuck yourself 

regards 
everyone  USERID ",fuck,7,Oct2011,1
8631, USERID  USERID USERID dear client telling the claimant to repeatedly fk off and that you hope she drowns really isnt going to strengt   USERID ,f**k,7,Oct2011,1
26844, USERID  USERID USERID dear creators of spongebob im curious to know what mr krabs had to fuck to get a whale for a daughter  USERID ,fuck,7,Oct2011,1
2532, USERID  USERID USERID dear creators of spongebob im just curious to know what mr crabs had to fuck to get a whale for a daughter  USERID ,fuck,7,Oct2011,1
28966, USERID  USERID USERID dear creators of spongebob im just curious to know what mrkrabs had to fuck to get a whale for a daughter  USERID  USERID ,fuck,7,Oct2011,1
2413, USERID  USERID USERID dear facebook i heard twitter is replacing you karmas a btch sincerely myspace  USERID  USERID ,b*tch,1,Oct2011,0
15809," USERID  USERID USERID dear fridge
i will be back in 35 minutes please go shopping
sincerely hungry as hell  USERID ",hell,2,Oct2011,0
6524, USERID  USERID USERID dear impossible screw you i just made a campfire under water sincerely spongebob  USERID ,screw,1,Oct2011,0
9958," USERID  USERID USERID dear karma
you have some serious shit to take care of  USERID ",shit,7,Oct2011,1
30944," USERID  USERID USERID dear little line of di that wont go into the dust pan
fuck you  USERID ",fuck,7,Oct2011,0
36773, USERID  USERID USERID dear little line of di that wont go into the dust pan fuk you  USERID ,fu*k,7,Oct2011,0
1035, USERID  USERID USERID dear math go buy a calculator and solve your own problems im a teenager not a fucking therapist  USERID ,fuck,7,Oct2011,1
25057, USERID  USERID USERID dear mike obrienyour a pussy  USERID  USERID ,pussy,1,Oct2011,0
38422, USERID  USERID USERID dear radio one no one gives a shit what speaker we hear you from put one direction on and we say no more about this  USERID ,shit,7,Oct2011,1
