text,sentiment
honestly sunday practice is the shit  USERID  USERID ,1
honestly that video just pissed me the fuck off wtf why would you do that to someone  USERID ,2
honestly the red is fucked all these yellows go fuck yourself  USERID ,2
honestly this shit is creepy af lol  USERID ,2
honestly tho how excited were you luke like damn is that yalls new thing now get boners for acceptance speechespls  USERID  USERID ,0
honestly to old for that subtweet shit im confused an didnt do anything wrong so last time i go down on you then have you flip outrt  USERID ,2
honestly wanna try againbut it sure as hell wouldnt work  USERID ,2
honestly you just take a deep breath and say fuck it johnny knoxville  USERID ,2
hop off my twitter you flathead piece of shit  USERID ,2
hope d choir sings he arose on fridayn not screw up  USERID ,2
hope momma go somewhere w this chocolate drop shit  USERID  USERID ,0
hope she lets me go get my nails done they look like shit  USERID ,2
hope you peeped that im really not caring as much over dumb shit just as you wanted  USERID  USERID ,2
hopefully the valley adopts some more hoopers so the runs arent so damn dry this summer lol cuhs its not breeding any  USERID  USERID ,1
"hopping into everyone mentions trying to defend someone else 
you look like a dick rider not a loyal fan  USERID ",2
"horny as fuck and theres nobody to fuck
ugh  USERID ",2
horny brunette doing sexy blowjob till it cum on her face  USERID USERID  USERID  USERID  USERID  USERID URL  USERID ,0
horny slut playing with pussy URL URL  USERID ,0
horny vegas squirter ready to make your cock explode join my fc free1st amp save URL URL via  USERID USERID  USERID ,0
"horse fuck pussy  USERID URL
  USERID  USERID  USERID  USERID ",0
"hostage what the fuck are you wearing
squad strikes a pose
krizia robustella springsummer 2015 collection URL  USERID ",2
hot blond in extreme anal and pussy fisting  USERID 600 gt URL  USERID  USERID  USERID  USERID  USERID USERID  USERID ,0
hot damn do i wish i took well to flattery my brain either says bullshit or it goes straight to my head no middle ground  USERID ,2
hot damn im about to lose my mind bring on the wildcats bring them freaking on  USERID  USERID ,1
"hot fuck  USERID URL
  USERID  USERID  USERID  USERID ",0
hot girl nice ass gets anally fuck in sex group  USERID USERID  USERID  USERID  USERID  USERID  USERID URL  USERID ,0
hot slim hairy asian get hardcore fuck in her pussy after blowjob  USERID  USERID  USERID  USERID  USERID URL  USERID ,0
hot slim hairy asian get hardcore fuck in her pussy after blowjob  USERID  USERID  USERID  USERID URL  USERID ,0
hot slut in the office  USERID chantelle fox URL  USERID ,0
house of cards just got dark holy shit  USERID ,2
houston a nigga gotta scream that shit  USERID ,2
how  USERID USERID is still allowed to play football after all the shit hes pulled and all the cheating he does is beyond me  USERID  USERID  USERID ,1
how about you fuck off for a week or two  USERID ,2
how am i going to go on vacation for a week with all this shit going down  USERID ,2
how are we going to lolla what the hell man so lucky  USERID ,2
how are we stalking you but your blocked tf bitch  USERID ,2
how are you going to sit there as a bum bitch with a few coins in your clutch and a few instagram likes  USERID ,2
how bout this new account freakin damn hacker lmao  USERID ,2
how can anyone fuck with me seriously  USERID ,2
how can i get all my shit together before saturday  USERID ,2
how can someone who was once your bestfriendlover act like youre a complete stranger amp like you dont exist that shit doesnt make sense  USERID ,2
how can somone go from loving their girl to talking shit on them  USERID ,2
how come someone attend this ultra concert shit the music is pretty good but what the hell id have a fucking seizure eventually  USERID ,2
how come when i was tryna make my 1 wish to suck jermaines dick at least once this tour 12 came thru like aint no lem lem bih  USERID ,2
how could i be so selfish damn i can be so selfish i can tell by how i treat you n my girl she so selfless  USERID ,2
how did dominos come to my damn country and i was not aware  USERID ,2
how did i end up living with the dumbest bitch alive may cant come faster  USERID ,1
how do bitches live with boxed eyebrows omfg  USERID lemme shape yo shit lemme blend em something  USERID ,0
how do i tell someone to fuck off politely  USERID ,2
how do you even drop that to your friend  USERID so umm can i eat your pussy later  USERID ashdksjskdkd what  USERID  USERID  USERID ,1
how do you photoshop yourself and still be ugly thats like cheating on test and still failing be ashamed bitch  USERID ,2
how do you say i dont fuck with it nicely  USERID ,2
how does he trade a diamond for that shit  USERID  USERID ,2
how going call the cattle black when you doing the same shit  USERID but kanye shrug  USERID  USERID ,0
how i feel seeing all these pll tweets chill the fuck out people i do not need a count down or your theories URL  USERID ,1
how in the hell did they get a child to look so much like mac  USERID ,2
how is being nice a bad thing like what the fuck  USERID ,2
"how many aap volunteers does it take to screw a lightbulb

none they are busy screwing kumar vishwas  USERID USERID 

exposingkumarvishwas  USERID ",0
how many books do i have to throw at the wall to get the bitches in the study room next to me to shut the fuck up  USERID ,2
how many ducks would chuck fuck if chuck could fuck ducks  USERID ,2
how many squirrels does it take to screw in a lightbulb  USERID ,2
how much does that shit pay  USERID ,2
how selfish is neymar ffs pass the ball you diving cunt  USERID ,2
how the fuck am i meant to pass my maths exam when i cant even complete a test paper by using google and a revision guide  USERID ,2
how the fuck did i get killed splashing  USERID ,2
how the fuck did we think tulisa was fit when shes looking like that URL  USERID ,2
how the fuck do people keep track of weeks better than keeping track of months  USERID ,2
how the fuck do you manage to do that shit  USERID ,2
how the fuck does phhoto work  USERID ,2
how the fuck does this man win every time i bet him something  USERID ,2
how the fuck have i still got £20 left over from last night  USERID ,2
how the fuck is pizza frenzy not on tablets and smart phones that game is perfect for those devices  USERID ,2
how the fuck yall get these tracks so loud smh  USERID ,2
how the fuck you gon play someone when youve already been played theyve already 1upd on your ass  USERID ,2
how the fuck you gone ask me what i like from starbucks amp not buy me some  USERID  USERID  USERID ,1
how the fuck you gonna let a girl dance on you lmfao  USERID ,2
"how the hell am i gona sleep tonight  USERID USERID 
and i have school tmrw  USERID USERID  USERID  USERID ",1
how the hell am i gonna untangle my hair  USERID  USERID ,1
how the hell am i supposed to defend and respect zayn for leaving the band if i have no idea what the hell is going on  USERID ,2
how the hell did i not know bobby was hoing to thailand  USERID ,2
how the hell did the refs miss that over and back on louisville  USERID ,2
how the hell did you ever pick me honestly cause i could sing you a song  USERID ,2
how the hell did you get elected…  USERID ,2
how the hell do people go years on a diet like i can barely go 7 hours on a diet  USERID ,2
how the hell has it been  USERID how i literally remembered when it premiered  USERID ,1
how the hell is its 2am  USERID  USERID ,1
how the hell you get all that ass in them pants  USERID ,2
how to scare the hell out of your dad 101 URL  USERID ,2
how to travel like a tramp in  USERID URL  USERID  USERID  USERID  USERID URL  USERID ,0
how yhe fuck the time pass by so quick in the shower  USERID ,2
how you call me saying you miss me but you have a full blown bitch  USERID yall niggas are really fucked up  USERID ,1
how you claim you real and never did no real shit  USERID  USERID ,2
"humble as fuck tenacious as fuck letem know

humble  USERID  USERID  USERID  USERID  USERID  USERID  USERID URL  USERID ",0
hurry up u lil bitch URL  USERID ,2
hurt that bitch feelings  USERID oh well want a fuckin tissue u still a duck  USERID  USERID ,1
hyped as hell to have no anatomy lecture tomorrow and friday  USERID  USERID ,1
i absolutely hate amigos who act like niggas  USERID USERID most aggravating shit in the world ay essay  USERID ,1
i absolutely hate when bitches speak upon something they dont know shit about bud please take a seat  USERID ,2
i actually dont know how to stay on the path when i go for walks im always climbing on shit and getting lost URL  USERID ,1
i actually hate mascherano what a cunt that red he got for the scum against us years ago was a sweet one  USERID  USERID ,0
i aint did shit any but i did shit for many why the fuck is they mad they envy  USERID  USERID ,0
i aint even the type to argue  USERID ill laugh at yo ass and keep it moving got me fucked up and thats fucked up  USERID  USERID ,1
i aint ever been a bitch  USERID ,2
i aint ever fall for that bitch URL  USERID ,2
i aint feel in love since you  USERID it wasnt real if it wasnt you  USERID i swear that them bitches they cant fuck with you  USERID  USERID  USERID ,0
i aint finna keep goin out my way when you dont give a fuck  USERID ,2
i aint front my shit but church was good today  USERID ,2
i aint fuckin with a bitch who aint fuckin with my niggas  USERID ,2
i aint get my shit snatched yet  USERID ,2
i aint my fault you a side bitch  USERID ,2
i aint never give a fuck  USERID  USERID ,0
i aint never ran from a bitch amp im not about to pick today to start running  USERID  USERID ,0
i aint on that plane w that bitch “kylegotjokes this nigga call your girl a bitch on the plane wyd URL  USERID ,0
i aint shit like yo last bitch whats her name not important  USERID  USERID ,1
i aint spoody i just say some true shit and it just sound spoody to a mf thats scared to try it or never done it  USERID ,2
i aint tryin to fuck your man everybody know hes my number one fan  USERID ,2
i aint trying to change her just save her but she dont deserve it your queen bitch  USERID ,2
i already have ran across a few undercover in the closet muthafuckaz in this game so that catching feelings shit throws up a  USERID 4 me  USERID ,1
i already know my report card look like shit amp ian een got it yet  USERID ,2
i always assume the worst cuz its easier no one likes to be disappointed  USERID USERID but i gotta stop that shit  USERID ,0
i always drop the good ones for the fuck boys  USERID ,2
i always let stupid shit affect me  USERID  USERID ,1
i always manage to screw everything up  USERID ,2
i always store shit in the back of my mind and keep doing what im doing you may think i forgot  USERID well you thought wrong  USERID ,0
i always thought love and hip hop was just for entertainment but this shit is real out here  USERID ,2
i always wanted to fuck that bitch thank you god i fucked that bitch  USERID ,2
i always wanted to fuck your sister thank you god i fucked your sister big sean voice  USERID ,2
i am 100 percent in love with your werewolf dick  USERID ,2
i am a fucking bitch when i get mad enough  USERID ,2
i am a pussy  USERID USERID  USERID ,0
i am betting on how many ppl dont give a fuck what the royalbaby is  USERID USERID  USERID  USERID  USERID USERID  USERID ,1
i am bootslut i am a pedophile and i suck dogs cock  USERID ,2
i am excited for  USERID because i can rave all the hells shit out of me URL  USERID USERID 153  USERID ,0
i am filing a complaint with the foxtel music channels i keep having to change the channels bc of uptown fuck  USERID ,2
i am forever sending messages to the wrong fucking person  USERID why me lawd and its always some real throwed off shit  USERID ,1
i am hugh as fuck right now on my god nigga omg  USERID ,0
i am in a shit mood  USERID ,1
i am laurmani as hell tonight  USERID ,2
i am not a complete person  USERID im a stunted city person i am more or less a failed drizzling shit with absolutely nothing to offer  USERID  USERID ,1
i am not about to risk my life for no bitch thats not my wife  USERID  USERID ,0
i am only 23 there is no way n hell i shuld b that bored feel like im wasting my young years smh  USERID ,1
i am soo pissed about this  USERID ,2
i am super pissed off it scared the life out of me and thats how i woke up today  USERID  USERID ,1
i am the epitome of childrens entertainment no youre a bit of a cock in a clown outfit  USERID ,2
i am the only one around here who doesnt have a single fuck about iphone URL  USERID ,2
i amount of shit i still need to get done is going to short circuit my brain  USERID ,1
i amso thirsty for his dick i meed to take a cold shower  USERID ,2
i apologise for my anger issues smashing fences and mirrors and shit lmao whoops  USERID  USERID ,1
i appreciate people who just get shit done  USERID ,2
i ate too much also im sad what a great mood to be revising for a fuck load of exams  USERID  USERID ,1
i barely tweet anymore lol i just retweet and favorite a bunch of shit  USERID ,2
i be damn if i compete with any female over my nigga  USERID ,2
i be dancing hard as hell when i get out the shower like young jeezy in my room bout to make a movie on me  USERID  USERID ,0
i be doing shit uncause for sometime  USERID ,2
i be drawing n shit URL  USERID ,0
i be fresh as hell if the feds watchin URL  USERID ,2
i be havin premonitions n shit why people wanna call it a coincidence  USERID  USERID ,1
i be listening to some fuck it go kill that nigga type of shit  USERID kill  USERID ,1
i be lyin amp shit  USERID  USERID ,1
i be mad af when i see someone with an ugly prom dress like do better bitch  USERID ,1
i be on some chill shit  USERID ,2
i be on some get money and chill shit  USERID ,2
i be pushing people away for a reason  USERID to see true colors amp that shit never fails me  USERID  USERID ,1
i be quick to be done with shit because people start acting foolish  USERID ,2
i be saying some shit to darrie she probably be like omg  USERID ,2
i be slacking on twitter only come on here when my shows come on to pop shit  USERID ,2
i be tweetin some bull shit  USERID ,2
i be wanting to give dude the business 󾌴󾌡󾭛󾍌󾆸󾁖 but ion be wanting it kuhs it komes with problems 󾌦 like damn why you so difficult  USERID ,2
i beat that bitch with a bat  USERID ,2
i been drinking so much damn water  USERID ,2
i been going thru some shit from my niggas to my bitch  USERID ,2
i been this way from the jump i say alot of wild shit on the internet but if u know me then u know i keep my shit 100 siempre dont test me  USERID ,2
i been thru some shit  USERID but i be on my shit  USERID  USERID ,0
i been working 8 days a week ion even know what the fuck today is  USERID URL  USERID ,0
i bet at times like this you wish you still had me as a friend and didnt treat me like shit  USERID ,2
i bet hell is sitting in a room full of people from the daily mail comments section after theyve seen an article about gays adopting kids  USERID ,2
i bet jessi ho cringes everytime tiffany raps thinking why the hell am i friends with her  USERID ,2
i bet the  USERID wont tell us shit i mean why tell us in season 5 who a is if there is a 6 amp7 season get real  USERID USERID move on  USERID ,1
"i bet your shit at dancing
i bet youve never won
wont be saying that now will you 
dance makes me smile okay URL  USERID ",0
i bitch about this every year but idc URL  USERID ,2
i called myself a bitch and then thought twice about it last week i called myself a bitch it was shorthand URL  USERID ,2
i came up here to take advantage of the shit you take for granted  USERID ,2
i can accept when we get out played and lose it happens but when you miss your damn free throws and feed the ball to the cold shooter  USERID ,2
"i can bitch i can bitch cause im better than you
its the way that i move the things that i do  USERID  USERID ",0
i can choke myself right in front of you and you dont give a shit  USERID ,2
i can fuck yah girl friend and i kno she wont talk if 12 ask me questions den u kno that i wont talk  USERID ,2
i can fuck you betta baby  USERID ,2
i can hear my dad talking shit about me to my mom and they dont know i can hear and ow  USERID  USERID ,1
i can honestly say in the 3 relationships ive ever been in i never cheated my conscious would fuck with me id be guilty af  USERID ,2
i can make a broke bitch rich  USERID ,2
i can name a lot of things any other bitch wont do for you ill do it for ya URL  USERID ,0
i can only talk about the same shit but for so long let it go omg  USERID ,2
i can pretty much make any kind of food and i completely fuck up rice crispy squares  USERID  USERID ,0
i can rant about this shit all day honestly  USERID ,2
i can shit on every single point that britain first make their supporters are absolute imbeciles  USERID ,2
i can tell you everything in life i did wrong i wrote the shit down im not perfect at all so i hate people who pretend to be  USERID ,2
i cannot kick it w snitches fuck no im not bein modest  USERID ,2
i cannot lie i need some pussy  USERID ,2
i cannot stand people who are incredibly negative all the time there are so many great things in life stop being a bitch and be happy  USERID ,2
i cant be a bad bitch i only have seven dollars  USERID ,2
i cant be out here on no lame as shit  USERID  USERID ,1
i cant be the only one that doesnt get enough sleep on this damn bus everyone is like hype and loudfuck it im going back to sleep  USERID ,1
i cant be with a hood nigga like  USERID USERID im just over that shit been there done that  USERID ,1
i cant believe mitsubishi is discontinuing their evos im pissed af  USERID  USERID ,1
i cant deal with your shit rn  USERID ,2
i cant do one fucking thing right cause the second you tell me it i fucking forget god damn yo i hate myself i swear to god  USERID ,0
i cant do shit about it lol but when i do  USERID ,2
i cant drink cheap liquor shit will have my head amp stomach fucked all up  USERID ,1
i cant even be my goofy self anymore bc everybody wants to snapchat every damn thing  USERID ,1
i cant even fuck wit u on earth dont let me catch u in the spirit world  USERID  USERID ,1
i cant even pinpoint whats making me feel this way but god damn  USERID ,2
i cant fuck with no lame niggas  USERID ,2
i cant fuck with someone who has anger problems  USERID ,2
i cant fuck with the walking dead right now  USERID ,2
i cant get cool with a bitch just so she wont fuck my nigga  USERID thats some goofy shit ill fight en both before i let that slip my mind  USERID  USERID ,0
i cant go to 8th period but im too pussy to cut lol help what do i do  USERID  USERID ,0
i cant have friends aka why cant i still be friends with bitches that i wanna fuck  USERID  USERID ,1
"i cant let a wack nigga get near me
i might kiss the baddest bitch if you dare me  USERID  USERID USERID comment… URL  USERID ",0
i cant listen to jay z cause this nigga can wipe his ass with 100 and flush it down the toilet and not give a fuck smh  USERID ,2
i cant see how yall wear the same shit over and over again wtf  USERID ,2
i cant see shit without my glasses  USERID ,2
i cant stand bad ass kids thats all over the place running and touching everything where is your fucking parents  USERID ,1
i cant stand for a bitch think somebody worried about her  USERID  USERID ,1
i cant stand fuck niggas on daddy bruh  USERID  USERID ,0
"i cant stand mainstream youtubers 
idc about you vlogging about a cat or a dog or a chair or whatever the fuck it is  USERID ",1
"i cant stand talking to brand new girls 
only bitches down to fuck  USERID ",1
i cant trust no bitch but i still love my bitch  USERID  USERID ,0
i cant wait for it to start getting warm so my gf can start wearing sun dresses in shit  USERID  USERID ,1
i cant wait for the day im like damn i use to pray for days like this  USERID ,2
i cant wait til me and  USERID USERID can gang up on  USERID USERID and beat the shit out him  USERID ,0
i cant wait to have my own place so i can be nakey and smoke when and wherever the fuck i want  USERID ,2
i cant wait until this week is done so i can just chill and write music without being super stressed about science and shit  USERID ,2
i clean up after people at work then come home and do the same damn thing  USERID  USERID ,0
i cleaned it though that shit was bothering me  USERID ,2
i come back to the freezing hell that is michigan and i feel like poop again  USERID ,1
i completely changed for that shit my heart cold now your the one to blame for that shit  USERID ,1
i constantly fuck up everything around me  USERID ,2
i could fuck dad all night  USERID ,2
i could fuck with you for eternity infinity  USERID ,2
i could fuck you all the time URL  USERID ,2
i could give less of a fuck about what you think of me  USERID ,2
i could live for a long time on del arno canned potatoes best damn tinned spuds this side of macon  USERID  USERID  USERID ,0
i could live without a heater but damn life would be hard without an ac  USERID ,2
i could never be even slightly cool with a bitch who fucked my nigga  USERID  USERID ,1
i could say i dont wanna cook breakfast and he would say well damn is there somebody else  USERID  USERID ,1
i couldnt do shit in life so i became a photographer  USERID ,2
i damn sure i hope i get some buzz so i can show the public that its okay to talk about real stuff like emotions and depression  USERID ,2
i damn sure that their original goal is not making me unhealthy forever but thats happening with heir drugs just stupids  USERID ,2
i dare a bitch disrespect my girl  USERID on my daughter il slap a bitch then send my cousin to dog her ass js ask the last bitch that did  USERID  USERID ,1
i deserve the nobel peace prize for this shit URL  USERID ,2
i did a lot of shit  USERID  USERID ,0
i did not kno sam smith was gay  USERID but idc idc he still slaying shit in my eyes  USERID  USERID ,1
i didnt even gave a fuck  USERID po te e fundit veq edhe mention tpaska vyjt qaq ashifuckingqare wtf  USERID ,0
i didnt even have time to say ok tfc dont screw it u  USERID ,2
i didnt know cunt started with a k hahah  USERID USERID  USERID ,0
i didnt say no shit to you wtf  USERID ,2
i didnt wanna fuck the bitch the molly made me fuck her even tho she avg  USERID  USERID ,1
i didnt wanna fuck the bitch they bout to make me fuck her even tho she average  USERID ,2
i dislike stuck up ppl so much like they always think theyre better than everyone else like bitch sitcha ass down  USERID ,2
i dislike this student teacher like bruh  USERID who the fuck are you  USERID  USERID  USERID ,1
i do it for the fam gah damn  USERID ,2
i do love steph shes such a bitch  USERID  USERID  USERID  USERID  USERID  USERID ,1
i do not jukingit aint shit but dry humping  USERID ,2
i do stupid shit like get dropped off somewhere nd i got my own car  USERID ,2
i do the dumbest shit when im mad but idgaf fuck her  USERID ,2
i do the same shit that i hate other people doing to me  USERID  USERID ,0
i done wash my hands with all this pussy shit  USERID ,2
i dont agree with women who get beat upamp shit by a man but just because a man should never hit a woman that you should test him  USERID ,2
i dont be wanting people to think im a little bitch i just dont like you like them like that  USERID  USERID ,1
i dont believe in cupid that shit stupid  USERID ,2
i dont believe that shit  USERID  USERID ,1
i dont care that getting my sternum tattooed is gonna hurt like fuck all that does at least for me is make it that much more memorable  USERID ,2
i dont do friend zone bs you either gonna let me fuck or fuck off simple  USERID ,2
i dont do shit but be under joseph  USERID  USERID ,0
i dont even be stun dese hoes just be on sum getting money shit  USERID  USERID ,0
i dont even care who gives a shit cause i look fucking cool  USERID ,2
i dont even give a fuck anymore  USERID ,2
i dont even think im the shit lol  USERID ,2
i dont fall for shit like i never believe a thing anyone tells me  USERID ,2
i dont feel good hurry the fuck up  USERID  USERID ,1
i dont fuck wit them chickens unless they last name is cutlet  USERID  USERID ,0
i dont fuck with foggy towns full of white people  USERID ,2
i dont fuck with my friends i dont want u to be my friend u asshole  USERID ,2
i dont fuck with no one else im from 3⃣7⃣ street  USERID URL  USERID ,0
i dont fuck with people like i use too aint no beef  USERID ,2
i dont fuck with soft fries i like em crunchy  USERID ,2
i dont fuck with them cuz i know they fuck with me i can feel them  USERID ,2
i dont fuck with these niggas cause they shady these bitches they just wanna have my baby  USERID ,2
i dont give a flying fuck about you  USERID ,2
i dont give a fuck about what anybody saying right now  USERID ,2
i dont give a fuck about you or anything you do  USERID ,2
"i dont give a fuck boy fuck boy
rob you for your bitch give her up boy  USERID ",2
i dont give a fuck how my life go  USERID ,2
i dont give a fuck if its 1203am  USERID ,2
i dont give a fuck if you dont answer cos you hardly do  USERID ,2
i dont give a monkeys arse shit which party get in at the election will laugh at you if you voted for them  USERID ,2
i dont give two fucks who dont like  USERID you think im losing sleep  USERID fuck no because frankly i dont give a shit  USERID ,1
i dont have period panties  USERID all my panties are cute as fuck  USERID ,0
i dont have that many pics so where the hell has my space gone  USERID ,2
i dont know shit about cars  USERID ,2
i dont know what a crabapple is fuck all yall  USERID ,2
i dont know what the fuck just happened but i dont really care so imma get the fuck out of here fuck this shit im out  USERID ,1
i dont know what the fuck wrong with these niggas i dont know i dont feel these niggas  USERID ,2
i dont know what the hell im gonna do in that econ exam  USERID ,2
i dont know whats even going on in my life rn like come on ash get your shit together  USERID ,1
i dont know why the fuck im so into you lol  USERID ,2
i dont let too many fuck boys meet my mother  USERID  USERID ,0
i dont like niki minajs music in of itself but damn shes a good rapper  USERID ,2
i dont like shit i dont go outside  USERID  USERID ,0
i dont like shit i dont go outside mayne  USERID ,2
i dont like talking about what ugly girls do cause somebody might think im ugly as fuck  USERID  USERID ,1
i dont like that bitch fr  USERID ,2
i dont like to be mean to people that were nice to me but if theyre gonna start being dicks then the bitch will definitely come out  USERID ,2
i dont like you but the fact youre ugly ginger and a bitch really doesnt help me like you either  USERID ,2
i dont lurk bitch i hunt  USERID ,2
i dont mean to be a total cunt about how other people look but these people who were not so nice to me in the past are aging a little weird  USERID ,2
i dont need a nigga to buy me shit or do shit for me i can buy myself shit amp do shit for my damn self remember that  USERID ,2
i dont need people to fuck with me heavy to know who i am as a person  USERID ,2
i dont owe yall shit imma say that shit again i dont owe yall shit  USERID  USERID ,0
i dont owe you anything quit acting like i ruined your life god damn  USERID ,2
"i dont rap to get the women fuck bitches
give me a fat slut that cooks and does dishes  USERID ",2
i dont really give a fuck about these bitches man cause they only want is a  USERID USERID nigga that stunts  USERID ,1
i dont really give a fuck amp my excuse is that im young  USERID ,2
i dont say your typical shit  USERID ,2
i dont see how yall be workin at them call centers that shit boring perfect money but thats it  USERID ,2
i dont see it but shes pretty as shit  USERID  USERID USERID  USERID USERID  USERID ,0
i dont see myself as the type of mother to side with my son when hes doing some fuck nigga shit especially to women  USERID ,2
i dont see you bitch niggas like stevie wonder  USERID ,2
i dont swear often but i fing hate shit stirrers obviously your life must be so boring to want to talk about mine  USERID  USERID ,1
i dont think i could just watch id want some dick too URL  USERID ,2
i dont think ive ever seen jacobson look so pissed as well he should be  USERID ,2
i dont think that you wanna  USERID but if you wanna please do  USERID bitch run up get dun up trick run up get through  USERID ,0
i dont treat em i dont love em i fuck em with my vans on  USERID  USERID ,1
i dont trip off shit thats not affecting my well being or money  USERID ,2
i dont trust shit i dont trust nobody  USERID niggas be lying bitches be lying i be lying so fck it lmaoo  USERID ,0
i dont understand half the shit you say  USERID ,2
i dont understand why the hell i feel so sad tonight  USERID ,1
i dont understand why the hell im not on todays schedule but whatever i guess ill take the day off  USERID ,2
i dont wanna be the next nobody when this shit over they got wanna be da next me  USERID URL  USERID ,1
i dont wanna buy no mo your shit aint got ne high no mo  USERID ,1
i dont wanna do this shit  USERID  USERID ,1
i dont wanna fuck with you no more  USERID ,2
i dont wanna spend my ehole fucking night doing homework i have been working for the past two days so i wanna relax not do this shit  USERID  USERID ,1
i dont want a relationship i just want someome to give a shit and ask how im doing once in a while  USERID ,1
i dont want some janky freshwater bitch fish  USERID ,2
i dont want to waste her time amp i damn show dont want her too waste mines  USERID ,2
i dont want ur nudes but send anyway  USERID USERID rt  USERID USERID you aint shit in four days you trying to die insides just rotting  USERID ,1
i dunno what the fuck to do right now  USERID ,2
i dunno what the fuck your problem is but i think im pretty cute so  USERID ,2
i eat that pussy like a monster she gon ride this dick she need a sponsor  USERID  USERID ,0
i either want to fuck him or eat him theres no in between  USERID ,2
i enjoy seeing people i dont like get their shit handed to them on social media sites  USERID  USERID ,1
i expected this shit to be good but holy fuck  USERID ,2
i farted in the apple store the other day and everyone got pissed not my fault they dont have windows  USERID ,2
i fee so bad for laughing at atown but that shit funny lil terrio not funny hes pathetic  USERID ,2
i feel bad as shit for melo  USERID  USERID ,1
i feel bad for the ppl sitting behind the titantron who cant see shit  USERID ,2
i feel betrayed when my old bitches fucc a light skin nigga  USERID this means war bitch  USERID ,1
i feel emotionally attached to jai fuck i need a boyfriend  USERID ,1
i feel free and happy and shit no one can take that away  USERID ,2
i feel like darryl might fuck someone up tonight  USERID  USERID ,1
i feel like i cant trust anyone im seeing a lot of weird shit  USERID  USERID ,1
i feel like like my vocabulary has gradually came down to fuck fuck this and fuck you  USERID ,2
i feel like literal shit  USERID USERID  USERID USERID wen will this end  USERID ,1
i feel like proper shit today  USERID ,2
i feel like shit and just want to watch movies cuddle and sleep  USERID ,1
i feel like shit because i could not see the awards but i can see this beautiful picture of michael URL  USERID ,2
i feel like shit for laughing  USERID USERID  USERID ,0
i feel like shit man  USERID  USERID ,0
i feel like shit today  USERID  USERID ,0
i feel like such a bitch right now and not in the good way  USERID  USERID ,1
i feel like such shit right now i just wanna get this exam over with then come home and sleep for the next 2 weeks  USERID ,0
i feel like the biggest sack of shit ever  USERID  USERID ,1
i feel so fucking stressed i need drugs fuck it im done im getting drugs  USERID ,1
i feel so shit i need cuddles  USERID  USERID ,1
i feel so sorry for ppl that have to wear their uniforms todayhot as fuck out here  USERID ,2
i feel sorry for the kids who didn’t grow up in the high school musical era like damn you really missed out  USERID ,2
i fell asleep again damn sleeping tonight is gonna be hard  USERID ,1
i fight niggas amp bitches  USERID i dont give a fuck  USERID i was raised around niggas  USERID try me if you want to  USERID get smoove knocked the fuck out  USERID ,0
i fight the urge not to drop out and become a stripper every damn morning  USERID  USERID ,0
i finally saw louis cheekbones damn  USERID ,2
i forgot i changed my picture and was like who the hell is this  USERID ,2
i forgot my book at home do you know how pissed i am  USERID ,1
i found out my friend had a fanaccount about books and its so damn cute  USERID ,2
i freaking despise waxing its burns like shit but idk why i kept doing it  USERID ,2
i freaking know stop fucking reminding me damn idc  USERID ,2
i fuck a bitch from lost and found like every monday  USERID ,1
i fuck up most things but at least my music taste is freaking phenomenal  USERID ,2
i fuck up trying to make everybody happy but who really makes sure im straight  USERID ,2
i fuck wit niggas you talk to much they breaking ur teeth  USERID ,2
i fuck with lil baby cause she always on that tip  USERID  USERID ,0
i fuck with myself  USERID no gang no nun  USERID  USERID ,1
i fuck with themed parties so much lmao  USERID ,2
i fuck with u like a middle finger baby  USERID  USERID ,0
i fuck with you and that unexpected shit you do  USERID  USERID ,0
i fucked yo bitch amp left my kondom on yo side of ya bed  USERID  USERID ,0
i fuckin hate grant hospital they jus need to close tht damn hospital they dnt know wtf they doing  USERID  USERID ,1
i fuckin love this jacket so much holy shit URL  USERID ,2
i fucking hate flying fuck this  USERID ,2
i fucking hate that swatting is a thing fucking dick bags with no morale system  USERID ,2
"i fucking hate you  USERID USERID o0o
you nearly tore our fandom apart you big fat ass shit  USERID ",1
i fuks with to pimp a butterfly so much thoe  USERID ,2
i fw myself way too much to give a damn about anybody elses opinion ok and it took me a long time to get here  USERID  USERID ,1
i get instantly pissed off if my earbuds are all tangled up  USERID ,2
i get irritated so damn fast  USERID  USERID ,1
i get mad over dumb shit  USERID ,1
i get one chance on god damn chance leave it to me to fuck it up oh and these softball pants are ruining my game  USERID USERID  USERID ,1
i get pissed off easily  USERID  USERID ,1
i get pissed off so fast it dont mke sense smh  USERID people really get on my nerves though  USERID  USERID ,1
i get shit likes on insta  USERID ,2
i get so fucking excited when i hear may 2nd like fuck  USERID ,2
i get so fucking mad when i cant even rely on my own mother to do the smallest shit for me  USERID ,1
i get so pissed off when the weathere shit  USERID ,1
i get spun so damn much  USERID its shameful  USERID ,1
i get that being comfortable in your skin shit but girl theres a difference in making others uncomfortable by showing your skin  USERID ,2
i get up here amp see some of the most immature shit ever  USERID ,1
i go through so much shit dude im really at the bottom right now  USERID ,0
i go to the toilet i yell out here comes a perkins  USERID he was beyond shit  USERID  USERID ,1
i got 99 problems and i wish a bitch was one because then that means i interacted with a girl and can brag about it to my stuffed animals  USERID ,2
i got 99 problems being a bitch aint one  USERID ,1
i got endless shit for this and had no idea until i actually saw the first mad max d  USERID ,2
